"seller_key","seller_id","seller_city","seller_state","seller_region","total_revenue","seller_segment","seller_lat","seller_lng"
828,"44f091b5abab8018f682fce8124b85e5","sao paulo","SP","Southeast",1680.1000000000001,"Medium Performer",-23.45198742890589,-46.57510493774137
829,"45213867cefbf2cd4c6177e10216a951","araras","SP","Southeast",4955.42,"High Performer",-22.349908077989383,-47.40075340499848
830,"4559697a8f7e637227c2eeaed843baff","presidente prudente","SP","Southeast",3696.0000000000023,"Medium Performer",-22.07708974256958,-51.41548624933166
831,"455befea1bb853c75ccbca94cff26e5c","resende","RJ","Southeast",19.99,"Low Performer",-22.479457551269405,-44.49700600388295
832,"455c5640e8c5bd1b2ee85c0158f85727","luiz alves","SC","South",6729.5,"High Performer",-26.719065127148426,-48.99619111602232
833,"455f46ef09a9e45667e2981df84b5cc2","sorocaba","SP","Southeast",59.8,"Low Performer",-23.531731945338546,-47.49980351058786
834,"457fe919b032a3f7dadba6fb92cf7855","paulinia","SP","Southeast",852.1899999999999,"Medium Performer",-22.769600179710004,-47.150402273886925
835,"458c6fa920810ce2492da71bc26d9eec","catanduva","SP","Southeast",756.76,"Medium Performer",-21.128944936077048,-49.017168616382435
836,"458d868c9642f55f18f04e951a3fdde6","porto alegre","RS","South",2718.0,"Medium Performer",-30.048806233363706,-51.188674531939206
837,"45a3d05fb00435e52a28859dd03703b3","guarulhos","SP","Southeast",1299.0,"Medium Performer",-23.40962038329088,-46.38642615987194
838,"45ba18c210d42734ec52c0c1c574e9ee","sao roque","SP","Southeast",5538.159999999997,"High Performer",-23.531424390734568,-47.134427650462705
839,"45c20d94d9171b0bcfab3c955e47d67b","cordeiropolis","SP","Southeast",129.46,"Low Performer",-22.481763564480136,-47.459958340316014
840,"45d33f715e24d15a6ccf5c17b3a23e3c","sorocaba","SP","Southeast",4729.449999999998,"High Performer",-23.502754626563185,-47.430450592561066
841,"461ff5303b6c9c1a4a07f40c5aece516","pinhais","PR","South",102.69999999999999,"Low Performer",-25.437225932288545,-49.19396558589783
842,"466222e777149751370e7e98fb623b0c","rio de janeiro","RJ","Southeast",87.9,"Low Performer",-22.880476502680082,-43.217723152638634
843,"4677a5437afda5fa7140b927b07be1cc","japira","PR","South",3415.7000000000003,"Medium Performer",-23.8119965425153,-50.14014250820877
844,"46dc3b2cc0980fb8ec44634e21d2718e","rio de janeiro","RJ","Southeast",126311.31000000106,"High Performer",-22.93526347623966,-43.18726357297112
845,"46ef1a25845fc051c2998d878354810c","claudio","MG","Southeast",250.41,"Low Performer",-20.437204870234993,-44.76203405975945
846,"4736e9d642ef4257cd7622516931eb51","piracicaba","SP","Southeast",779.9000000000001,"Medium Performer",-22.749481886689015,-47.64546148891775
847,"47648caee88ccfe951fbb27fbf7b4cbe","diadema","SP","Southeast",1564.99,"Medium Performer",-23.666661956738846,-46.622739469527986
848,"478bfe564db21eeb44386606aa30b650","pedro leopoldo","MG","Southeast",182.70000000000002,"Low Performer",-19.613117562252103,-44.039892263544594
849,"47efca563408aae19bb7206c2d969ea9","teresina","PI","Northeast",2522.0,"Medium Performer",-5.12360945433745,-42.76834387096315
850,"47f55702f598c7c6cc8458b0fbc1c49a","dores de campos","MG","Southeast",127.5,"Low Performer",-21.109897644968864,-44.023367679359396
851,"48162d548f5b1b11b9d29d1e01f75a61","piracicaba","SP","Southeast",15960.489999999996,"High Performer",-22.723826526212957,-47.67289783022834
852,"4830e40640734fc1c52cd21127c341d4","sao paulo","SP","Southeast",9450.519999999988,"High Performer",-23.559131335715932,-46.50884108313165
853,"48328ec9a579151d9cc6a86d4a59336c","canoas","RS","South",1099.0,"Medium Performer",-29.916229965544648,-51.188160177251014
854,"483ca627d131e18f988349b1655c0acd","mogi mirim","SP","Southeast",264.0,"Low Performer",-22.437244497585272,-46.96545705034642
855,"48436dade18ac8b2bce089ec2a041202","volta redonda","SP","Southeast",11722.30999999997,"High Performer",-22.49695278988367,-44.127492009916175
856,"485452467ff670447e84a8370c3fc898","taio","SC","South",175.70000000000002,"Low Performer",-27.118392469189253,-49.999646980328514
857,"4867209cb29b56b92893d7bde3ce8012","jau","SP","Southeast",150.0,"Low Performer",-22.275248967022375,-48.54358425082655
858,"4869f7a5dfa277a7dca6462dcf3b52b2","guariba","SP","Southeast",227406.23999999816,"High Performer",-21.36350170979939,-48.22960077888058
859,"48985c61529077fa4f1e38bcff0f2ed3","porto alegre","RS","South",879.3,"Medium Performer",-30.03058947301783,-51.22769725328026
860,"48b6c3f4c6a93171da04b75313f2130f","osvaldo cruz","SP","Southeast",290.26,"Low Performer",-21.795711019289445,-50.879277765103005
861,"48bad451945f5227341793478d6353ea","sao paulo","SP","Southeast",307.0,"Low Performer",-23.54451401110975,-46.64603990221943
862,"48e5ee06fb2dc74df1c711a9b6dfac2a","oliveira","MG","Southeast",19.0,"Low Performer",-20.698563939792187,-44.82676038665834
863,"48e954b2da4f6a750c844173b347ed40","porto alegre","RS","South",174.76,"Low Performer",-30.108668249875173,-51.22225389903749
864,"48efc9d94a9834137efd9ea76b065a38","curitiba","PR","South",345.5999999999999,"Low Performer",-25.504914633007544,-49.300033836577406
865,"48fb026ed7455a42f5d3e9390ed5088e","barra mansa","RJ","Southeast",555.71,"Medium Performer",-22.524398274567222,-44.18418378950799
866,"49067458c68f7701fd334ce326accbe0","juiz de fora","MG","Southeast",1019.2000000000006,"Medium Performer",-21.734493417365503,-43.34883124077252
867,"4917cee8d902e13428c3ec4b1ca6f315","blumenau","SC","South",5421.9,"High Performer",-26.888954863561988,-49.10210453576227
868,"491a5ada3aa1678414e990262c4bbdc1","sao paulo","SP","Southeast",2840.0,"Medium Performer",-23.59277554744454,-46.60119064355825
869,"49383af7ab774e4e8f3000f49c83dc4b","taubate","SP","Southeast",440.0,"Medium Performer",-23.022806049124334,-45.55084735573734
870,"4965a7002cca77301c82d3f91b82e1a9","sorocaba","SP","Southeast",8.49,"Low Performer",-23.453584506332742,-47.48851312145476
871,"497709c2976a8fa308730a2dec5b0726","diadema","SP","Southeast",38.0,"Low Performer",-23.706676831947785,-46.608627983513706
872,"4978a02ea9c8be7a9b5480680f40334e","sao paulo","SP","Southeast",2322.62,"Medium Performer",-23.53983233291429,-46.44479870320024
873,"499185655c29ecfdbfe776ef7cf875b5","porto alegre","RS","South",89.0,"Low Performer",-30.016072959902203,-51.17892132567785
874,"4992e76a42cb3aad7a7047e0d3d7e729","sao paulo","SP","Southeast",1870.2000000000012,"Medium Performer",-23.553659985884053,-46.57228291110507
875,"499ec63c58e51296c9cf57edcfe1c8a8","sao paulo","SP","Southeast",365.0,"Low Performer",-23.495854832279324,-46.71685166381974
876,"49cdc90518a4f82676b38b3c1aa43ff6","sao paulo","SP","Southeast",1539.5,"Medium Performer",-23.531856808842985,-46.620642037787285
877,"49e7217cfe4e427191c378ec626d8737","formiga","MG","Southeast",2962.8000000000006,"Medium Performer",-20.46253562176836,-45.433058998165116
878,"49f8d2ea7b718d0ce587d34207caf2b4","sao bernardo do campo","SP","Southeast",149.9,"Low Performer",-23.79008690242335,-46.53776274305947
879,"4a1917ef994878940e1fb03eeb787ad7","brasilia","DF","Central-West",499.0,"Medium Performer",-15.791945278094726,-47.91225009691532
880,"4a1f694197d05fe70026b016a7316b41","pedreira","SP","Southeast",807.7900000000001,"Medium Performer",-22.740325486164828,-46.89675369133934
881,"4a23adac87cf538689fa600d976f78b2","sao paulo","SP","Southeast",405.0,"Low Performer",-23.59312793078756,-46.676760982883046
882,"4a3ca9315b744ce9f8e9374361493884","ibitinga","SP","Southeast",191178.71999999532,"High Performer",-21.757320637712766,-48.82974353343713
883,"4a3ccda38b2129705f3fb522db62ca31","marilia","SP","Southeast",15927.48999999999,"High Performer",-22.213865032134276,-49.958519724399004
884,"4a5b36211b1f51bf7eaa5c10a57fa483","sao goncalo","RJ","Southeast",139.19,"Low Performer",-22.81926169355244,-43.03476520349314
885,"4a82168aaef173cbb6e46ae88728f919","irati","PR","South",512.0,"Medium Performer",-25.474093335032045,-50.650359401955136
886,"4a82c4af97ffc0fb2dc26bfdc03b1842","lagoa da prata","MG","Southeast",143.70000000000002,"Low Performer",-20.02406477242535,-45.53718981360238
887,"4aba391bc3b88717ce08eb11e44937b2","arraial d'ajuda (porto seguro)","BA","Northeast",7477.87,"High Performer",-16.400187212609055,-39.26274691403601
888,"4aba6a02a788d3ec81c03137144d9a80","canoinhas","SC","South",89.9,"Low Performer",-26.17842967715642,-50.39172922868352
889,"4b0fdb526525f9890eb145bf1534640e","ibitinga","SP","Southeast",2102.2000000000007,"Medium Performer",-21.757320637712766,-48.82974353343713
890,"4b1eaadf791bdbbad8c4a35b65236d52","ribeirao preto","SP","Southeast",1849.79,"Medium Performer",-21.177709840485363,-47.76782007545161
891,"4b39558c138930b9e5489c93b6df5fe3","aracaju","SE","Northeast",907.7,"Medium Performer",-10.913110813044039,-37.06174404508149
892,"4b5f66b7adcf57f1ecc0d3c07dd6b177","vendas@creditparts.com.br","PR","South",3828.8099999999995,"Medium Performer",-23.382472093966726,-51.927966489669856
893,"4b90495391ac0bd181a80a459df1e718","bage","RS","South",248.0,"Low Performer",-31.327267622414176,-54.106450230952476
894,"4b9750c8ad28220fe6702d4ecb7c898f","limeira","SP","Southeast",15771.449999999952,"High Performer",-22.5559914040597,-47.42206037839754
895,"4b98b0428fc1932cc2514ef9ce2505e6","taboao da serra","SP","Southeast",327.63,"Low Performer",-23.613029598605625,-46.79742955757189
896,"4ba52dfeba874da5b9ee7b17c7494f04","mogi das cruzes","SP","Southeast",1463.0,"Medium Performer",-23.52892823325506,-46.1716514884283
897,"4bc3d93e4a5f88a598d3d8ce4ae510b3","sao paulo","SP","Southeast",169.0,"Low Performer",-23.613023583846296,-46.68482314602871
898,"4bcec44888b30ba9001234c534716d3f","santo andre","SP","Southeast",146.0,"Low Performer",-23.62057801188256,-46.527409786403275
899,"4bde6149c15cf7e177b36fa060dd6de8","carazinho","RS","South",159.8,"Low Performer",-28.29124464593788,-52.79025576343902
900,"4be2e7f96b4fd749d52dff41f80e39dd","rio branco","AC","North",267.0,"Low Performer",-9.967843044507285,-67.8132844686253
901,"4be6b962d83299498bae2190f95d6566","sao carlos","SP","Southeast",475.9,"Medium Performer",-22.01445177696216,-47.908417441670906
902,"4be9ae93c4fc0f41713d71a4194ee1b3","divinopolis","MG","Southeast",109.9,"Low Performer",-20.1403596878013,-44.88407963221903
903,"4bf2f4ee540798a61f9636d12cd9cc80","assis","SP","Southeast",4812.5599999999995,"High Performer",-22.657399372321482,-50.40967596560365
904,"4bf658053d453036c70976bccb2c31b2","sao jose do rio preto","SP","Southeast",1742.99,"Medium Performer",-20.81800721406711,-49.36232011848669
905,"4bfc7a4a1cf8d4d2121c27422d9e50b5","sao paulo","SP","Southeast",5284.899999999998,"High Performer",-23.560182683752867,-46.60439300394289
906,"4c03b9dd4c11ee2cb35c96c49efc9420","campo limpo paulista","SP","Southeast",6458.5999999999985,"High Performer",-23.211746332732215,-46.76287513805131
907,"4c18691b6037662be2df78a765d98ab5","sao paulo","SP","Southeast",2955.5699999999997,"Medium Performer",-23.55574490427214,-46.594607877507244
908,"4c1c7281388a33dd06daac44f9fadbd1","marilia","SP","Southeast",188.32,"Low Performer",-22.197206766114302,-49.9521952681175
909,"4c2b230173bb36f9b240f2b8ac11786e","sao paulo","SP","Southeast",11111.769999999948,"High Performer",-23.58493741850381,-46.498673241857716
910,"4c498c7345e89aebad651544829beca0","carapicuiba","SP","Southeast",4819.760000000001,"High Performer",-23.572518001957384,-46.81995277003689
911,"4c4d546adf3c3868fe19c9ec6e9ffda9","maringa","PR","South",80.8,"Low Performer",-23.42248646391636,-51.93840508788844
912,"4c60877808f4318ef1107fbeb8f89afa","atibaia","SP","Southeast",118.0,"Low Performer",-23.114730524308005,-46.552880539877926
913,"4c61e37f664c3c88aff092aa5ac779d7","niteroi","RJ","Southeast",734.42,"Medium Performer",-22.893701145563117,-43.12041784927662
914,"4c8545742faaf58fafd5fd14d25d75cf","fernandopolis","SP","Southeast",3020.0,"Medium Performer",-20.286928433684377,-50.24182343876857
915,"4c8b8048e33af2bf94f2eb547746a916","ibitinga","SP","Southeast",1952.6300000000006,"Medium Performer",-21.757320637712766,-48.82974353343713
916,"4cc43a222a0f94910728b62b97a8c5f8","ribeirao preto","SP","Southeast",108.5,"Low Performer",-21.214889830150025,-47.82160048649501
917,"4cc4fd4fdd406a85bbdc1f824b731bd7","toledo","PR","South",269.99,"Low Performer",-24.720782448085927,-53.720451600886705
918,"4ce6e5f6c52515177e18c1c9361d8677","sao bernardo do campo","SP","Southeast",226.6,"Low Performer",-23.70442740492646,-46.570177102858786
919,"4ce8b55b4bfa4659184e7becc1fba3f2","fazenda rio grande","PR","South",199.0,"Low Performer",-25.659910431367265,-49.299582691720744
920,"4cf490a58259286ada5ba8525ba9e84a","tabatinga","SP","Southeast",1254.2,"Medium Performer",-21.737063142421785,-48.68760090111701
921,"4d0041cdbe51b4617d95c70b19decc74","juiz de fora","MG","Southeast",5235.2,"High Performer",-21.74696882286947,-43.346231922494134
922,"4d232b78ab7ef10393dc3807d827bc0d","belo horizonte","MG","Southeast",1475.0,"Medium Performer",-19.91852703015927,-43.93988998298764
923,"4d600e08ecbe08258c79e536c5a42fee","entre rios do oeste","PR","South",4465.34,"High Performer",-24.702966464945906,-54.237447997437705
924,"4d6d651bd7684af3fffabd5f08d12e5a","jau","SP","Southeast",41792.200000000215,"High Performer",-22.275248967022375,-48.54358425082655
925,"4d6fb82c629c7a5028bfd973c07b05e0","belo horizonte","MG","Southeast",278.0,"Low Performer",-19.825924131198075,-43.972410663201806
926,"4d8809767a5bafe22909c77951fb6b41","embu das artes","SP","Southeast",50.0,"Low Performer",-23.64878072764483,-46.84902416891697
927,"4d9fea3499bdc22aa4da4e339365f215","sao paulo","SP","Southeast",192.54000000000002,"Low Performer",-23.58616507419856,-46.60113477069717
928,"4da0e408c99d2fdc2126dc9fce518060","cornelio procopio","PR","South",2723.6000000000013,"Medium Performer",-23.181161077296622,-50.649607832519244
929,"4dab98ca6cd6d3df586203cefd28a042","porto alegre","RS","South",154.9,"Low Performer",-30.00326017740812,-51.11873514426362
930,"4dbd95a08b31ede5c82d3f861cb1ce1a","curitiba","PR","South",1304.67,"Medium Performer",-25.440487711584137,-49.244403876668756
931,"4dc2e811a1760953cb7c6a590b498943","itapui","SP","Southeast",175.0,"Low Performer",-22.234558579647274,-48.721835002175325
932,"4dc646b9b9e8e411ef48ba000ea3ac6f","valinhos","SP","Southeast",289.7,"Low Performer",-22.951601887531698,-47.00199555891175
933,"4ddeb3e828550cddc8d45c8bc36ab2d1","sao paulo","SP","Southeast",152.0,"Low Performer",-23.52237973767103,-46.64310784736644
934,"4de6e4ba574aa9dfdc824bc44dc47fdd","colombo","PR","South",451.0999999999999,"Medium Performer",-25.347457401819987,-49.22194220493234
935,"4deebb3199eeafb282ae33229144f94b","sao paulo","SP","Southeast",569.7,"Medium Performer",-23.517448624283094,-46.59045121964735
936,"4e06067cc08b3f41d837768d392c3ee3","betim","MG","Southeast",941.7200000000001,"Medium Performer",-19.951799038267147,-44.196037480396015
937,"4e0d109ccfba9a1151c103049880c857","sao joao de meriti","RJ","Southeast",279.89,"Low Performer",-22.775193331957865,-43.38292984206083
938,"4e17c65a516f69d023a2ae78b84f28d6","suzano","SP","Southeast",7369.159999999997,"High Performer",-23.540539029037927,-46.31794954369798
939,"4e2627090e6e5b9fabba883a37897683","belo horizonte","MG","Southeast",79.8,"Low Performer",-19.83390021642568,-43.966790192470356
940,"4e326052e5dbba8adcd512f3450a307e","sao paulo","SP","Southeast",285.0,"Low Performer",-23.50473849635927,-46.4415119870684
941,"4e42581f08e8cfc7c090f930bac4552a","portoferreira","SP","Southeast",287.0,"Low Performer",-21.866032425983537,-47.47810175812134
942,"4e480be820e37de1444325ff358c9296","tres coracoes","MG","Southeast",215.15,"Low Performer",-21.693370826873448,-45.25976867138688
943,"4e5725ba188db8252977a4f0227bd462","ribeirao preto","SP","Southeast",1827.19,"Medium Performer",-21.177709840485363,-47.76782007545161
944,"4e6015589b781adaa5ce7f1892d06bb1","guaruja","SP","Southeast",684.0,"Medium Performer",-23.983786906789266,-46.24074680750368
945,"4e7c18b98d84e05cbae3ff0ff03846c2","jaboticabal","SP","Southeast",9086.899999999998,"High Performer",-21.24564991547182,-48.31790069625639
946,"4e85b538b0dad58852641540686d0e14","sao jose dos campos","SP","Southeast",361.97999999999996,"Low Performer",-23.256593496952405,-45.92009307287213
947,"4e8dacf3d38f281ae26c3e0321d92d88","sao paulo","SP","Southeast",2530.4500000000003,"Medium Performer",-23.54493260145606,-46.42885774341657
948,"4e922959ae960d389249c378d1c939f5","jacarei","SP","Southeast",43209.470000000016,"High Performer",-23.302318252316944,-45.97188817895197
949,"4e92348462c75b6c842b994ce84a0ed4","cachoeirinha","RS","South",69.9,"Low Performer",-29.941081316868793,-51.10745666222594
950,"4ea2f12dbe91deeacd2c1e74f069a6e6","sao paulo","SP","Southeast",144.8,"Low Performer",-23.483995245797544,-46.619583993019695
951,"4eb61f060e7dcc1d5a80d806c35cc541","sao paulo","SP","Southeast",1313.0,"Medium Performer",-23.61220808997537,-46.75359473376876
952,"4ebdc7e6cd6102a022dadc49156d4ea8","sao paulo","SP","Southeast",882.1999999999998,"Medium Performer",-23.54207310181364,-46.69175766942485
953,"4eeb99008a0f59d2c7759c59f9a346eb","embu das artes","SP","Southeast",1282.0,"Medium Performer",-23.627004949037183,-46.82318450408936
954,"4ef4c39cf3c24f326434cf0b2e48046a","sao paulo","SP","Southeast",792.0,"Medium Performer",-23.532683468084457,-46.665586314214785
955,"4f0d637c1197fd65405ebd755ac9f86b","taboao da serra","SP","Southeast",199.8,"Low Performer",-23.607689842105263,-46.75281481578943
956,"4f1f1c8666cdb6442f775c4e8caed465","belo horizonte","MG","Southeast",944.98,"Medium Performer",-19.929634471795293,-43.91777905690393
957,"4f40d2ed38d1cc945364a7cd202a82c7","sao paulo","SP","Southeast",319.9,"Low Performer",-23.478704803069746,-46.614513396023284
958,"4fae87d32467e18eb46e4a76a0a0b9ce","ronda alta","RS","South",100.9,"Low Performer",-27.78222223380718,-52.806500480230916
959,"4fb41dff7c50136976d1a5cf004a42e2","feira de santana","BA","Northeast",1230.0,"Medium Performer",-12.253205687347364,-38.96764393108892
960,"4fe2f67634d00c021aa01f96b6f2d68e","maringa","PR","South",86.8,"Low Performer",-23.387797682667003,-51.90893073812971
961,"5011f0d93373a4c5753adf58ca77af8d","santos","SP","Southeast",639.52,"Medium Performer",-23.93770164050835,-46.325997442544626
962,"503c1de08ae81a2d86f17951b204db55","sao paulo","SP","Southeast",4906.99,"High Performer",-23.49993790539783,-46.51858686166485
963,"5058e8c1e82653974541e83690655b4a","itaquaquecetuba","SP","Southeast",8157.97999999999,"High Performer",-23.445104372262904,-46.37446965996916
964,"5075aaa8404020ae6aa8bf4792099b41","pocos de caldas","MG","Southeast",1634.9,"Medium Performer",-21.830410228340412,-46.54939078654482
965,"50770d25768b0486d89be26afca3108f","santo andre","SP","Southeast",171.77,"Low Performer",-23.641860793712077,-46.50072807238241
966,"508808d438fe2ff972ed13bb8f4a82e2","sao paulo","SP","Southeast",252.84000000000003,"Low Performer",-23.609526043821184,-46.480163698524166
967,"50a7e551a7b3f8d37cd6e32d8bfbe5ea","sao caetano do sul","SP","Southeast",140.0,"Low Performer",-23.60850634391392,-46.57128157988514
968,"50bf89f1349bc0409a268c3a49678009","jaci","SP","Southeast",179.9,"Low Performer",-20.88470930883423,-49.571920762950214
969,"50c361bcf670d16f6df4d52de3dff924","sao paulo","SP","Southeast",35.0,"Low Performer",-23.606343652836532,-46.617937272279974
970,"50c9975695009e5e6473912e83a6d1da","claudio","MG","Southeast",3495.7000000000003,"Medium Performer",-20.437204870234993,-44.76203405975945
971,"51209b446b2073894bdc0face6c73ffc","vila velha","ES","Southeast",179.8,"Low Performer",-20.366701930567036,-40.3171892178199
972,"512d298ac2a96d1931b6bd30aa21f61d","rio de janeiro","RJ","Southeast",7371.949999999997,"High Performer",-22.907426460034817,-43.22111290328188
973,"513a54369b6a8a6602fcb0e129c6d78d","sao bernardo do campo","SP","Southeast",47.8,"Low Performer",-23.701153113067193,-46.58292897999655
974,"5145090ab595c0d0b8557199f5701fbf","curitiba","PR","South",1459.6,"Medium Performer",-25.44579626219405,-49.22385136195064
975,"5151aea44289d6c6b090ee31c2132508","marilia","SP","Southeast",1315.3000000000002,"Medium Performer",-22.211054243453667,-49.93879801928681
976,"515d781150feed28a6ac091bb0e3cb8c","campo grande","MS","Central-West",1002.35,"Medium Performer",-20.477707649463678,-54.649543160399986
977,"5160d23075764e18e07c1f4a87fad743","sao bernardo do campo","SP","Southeast",2429.0,"Medium Performer",-23.71560389581899,-46.55408471265638
978,"516e7738bd8f735ac19a010ee5450d8d","rio de janeiro","RJ","Southeast",6434.789999999995,"High Performer",-22.937297973252853,-43.17688961297632
979,"51702dc2a3e106c76dbff722b5bf0726","conchal","SP","Southeast",2535.2000000000003,"Medium Performer",-22.338398569332107,-47.1683209783616
980,"5194c22ed1f616ec0c0f33c571542879","santa rita do sapucai","MG","Southeast",245.6,"Low Performer",-22.247210939506793,-45.70752067761215
981,"519a7aa428f18d125a283cf8c014fdd6","rio do oeste","SC","South",79.69999999999999,"Low Performer",-27.19614273379346,-49.795957223285164
982,"51a04a8a6bdcb23deccc82b0b80742cf","braganca paulista","SP","Southeast",167.99,"Low Performer",-22.964802783097724,-46.534419315285234
983,"51e0557bc7b86de13e946c60ee91ce39","belo horizonte","MG","Southeast",45.8,"Low Performer",-19.814336414816918,-43.965577065754054
984,"51e4e89242cbb846c2deff3dc015650e","rio grande","RS","South",822.5799999999999,"Medium Performer",-32.079231334862236,-52.156032771961485
985,"51ed72984a04e5dd35c2b27e77179038","sao jose do rio preto","SP","Southeast",1294.3000000000002,"Medium Performer",-20.789580398110378,-49.372499363338534
986,"51f108f62cb87d61918159902c8f8583","cascavel","PR","South",303.73,"Low Performer",-24.959184284292274,-53.462644000057004
987,"5206cc4bc2297c833e6061c49bf9c43f","osasco","SP","Southeast",35.0,"Low Performer",-23.527692837305896,-46.801349792666926
988,"52092ddbd3a58c450a4459bf051b2287","dois corregos","SP","Southeast",351.7,"Low Performer",-22.368024597233404,-48.3862619792224
989,"520b493b57809f446cb0a233bb3e25c7","santos","SP","Southeast",3424.4000000000005,"Medium Performer",-23.95460047631286,-46.3377311534732
990,"522620dcb18a6b31cd7bdf73665113a9","cascavel","PR","South",54101.79000000002,"High Performer",-24.959184284292274,-53.462644000057004
991,"5236605f4d4b0b3e4df85b850393fca0","sao paulo","SP","Southeast",265.3,"Low Performer",-23.543676442725708,-46.56404586987956
992,"52454f90d4c30c016768db02f88c1a74","campinas","SP","Southeast",62.6,"Low Performer",-22.87739752537529,-47.029468512231524
993,"52562a9f449c3dc3d53f5f5b9ed74903","parnamirim","RN","Northeast",3266.600000000001,"Medium Performer",-5.886563452788081,-35.20824131593824
994,"525e75a6fb1454a2325ab1734bcec221","barueri","SP","Southeast",657.0699999999999,"Medium Performer",-23.497077991394548,-46.85105837491413
995,"5275ca25d0358ca73864e0ae41be1320","guarulhos","SP","Southeast",409.6,"Low Performer",-23.478910049737898,-46.53824148499725
996,"527801b552d0077ffd170872eb49683b","garca","SP","Southeast",17547.999999999993,"High Performer",-22.211471483564292,-49.658624971976394
997,"52831e5990d0771cb4951d6f12928167","tupa","SP","Southeast",65.0,"Low Performer",-21.934484546249056,-50.513982294306906
998,"528bcf6680c36dddf07620bd35b33a6f","sao paulo","SP","Southeast",969.98,"Medium Performer",-23.553470005511663,-46.58779032038251
999,"528ce32f560edd11add4169f6a5b65be","sao roque","SP","Southeast",59.8,"Low Performer",-23.531424390734568,-47.134427650462705
1000,"52956b80ae65fda598f06f6b9943e7a9","maringa","PR","South",792.0,"Medium Performer",-23.43113060537283,-51.91823531933558
1001,"52a50b42accf164f9f019941e5759d9b","monte alegre do sul","SP","Southeast",139.96,"Low Performer",-22.692948844892886,-46.98287754029339
1002,"52a52b9f656520e99716f5bc40f661c8","sao carlos","SP","Southeast",657.11,"Medium Performer",-22.060051378354114,-47.90246169158984
1003,"52ac6f920b7280e4c6d30dd94de6259b","pinhais","PR","South",5098.400000000001,"High Performer",-25.446809987466867,-49.17697276075929
1004,"52b53f7061969fe471d119b6195da864","itajai","SP","Southeast",90.0,"Low Performer",-26.911876880258855,-48.65639411001171
1005,"52bb00821bcdd358a5a5a27e1f6be5a1","osasco","SP","Southeast",349.8,"Low Performer",-23.500049669431018,-46.77822733184515
1006,"52d76513f0c4d97f3b99570e2c94ee31","novo hamburgo","RS","South",5678.620000000001,"High Performer",-29.674727503663902,-51.1471929956172
1007,"52f0fe436a347ddad7ed5f9aa4e27eaa","sao paulo","SP","Southeast",1466.3900000000003,"Medium Performer",-23.524051385464382,-46.645073040129965
1008,"52f6f9f13ba19504c02781132a049e75","curitiba","PR","South",199.0,"Low Performer",-25.40629819687705,-49.26049870142462
1009,"52f976b17ea7f2f087f56dcc419328f6","california","PR","South",7630.0,"High Performer",-23.66552323537099,-51.35659668422704
1010,"52f9db5cfb423382a2fa5c9e39303202","echapora","SP","Southeast",1269.7700000000002,"Medium Performer",-22.4299509636415,-50.20543406742506
1011,"5305693ffae2d3463377b1f6fe67b15a","penapolis","SP","Southeast",93.56,"Low Performer",-21.42071989648959,-50.07647119060039
1012,"53088c75f948b48a7ece173ac17f0c12","triunfo","RS","South",261.70000000000005,"Low Performer",-29.930632716179648,-51.707384861194306
1013,"530ec6109d11eaaf87999465c6afee01","cascavel","PR","South",12434.029999999984,"High Performer",-24.944714386631638,-53.49030618847977
1014,"53243585a1d6dc2643021fd1853d8905","lauro de freitas","BA","Northeast",208199.6099999996,"High Performer",-12.89316674808706,-38.33787462509412
1015,"53336f97ddbe53e2a617d07b17447b95","sao paulo","SP","Southeast",599.5,"Medium Performer",-23.569882479319656,-46.525535956916954
1016,"533d46c1b06970e99f09523a61df4972","itapetininga","SP","Southeast",159.98,"Low Performer",-23.587565723331036,-48.044869013829825
1017,"5343d0649eca2a983820bfe93fc4d17e","santo andre","SP","Southeast",7893.929999999999,"High Performer",-23.640563722528213,-46.49443184221042
1018,"534a01cc6df1e034e05c32028a291fa2","jundiai","SP","Southeast",235.59,"Low Performer",-23.157994972014652,-46.918199852685866
1019,"535bf14f36346c7f59d87cece104d70c","rio de janeiro","RJ","Southeast",50.0,"Low Performer",-22.90024700400981,-43.28620954651435
1020,"537eb890efff034a88679788b647c564","rio de janeiro","RJ","Southeast",4443.700000000005,"High Performer",-22.91624456473871,-43.217950335265314
1021,"538caafddff204241cecbf3a02e6b3cf","sao paulo","SP","Southeast",148.3,"Low Performer",-23.604744084029715,-46.66928871133856
1022,"539ed9e19811677513447759be5eccfc","belo horizonte","MG","Southeast",32.83,"Low Performer",-19.81951732572616,-43.96882594833149
1023,"53b0300ca793f9834cd69c0678d35ee8","indaiatuba","SP","Southeast",767.0,"Medium Performer",-23.092115290171797,-47.2008612907029
1024,"53d00c40e32aeb924a84ce72b1af869d","ibitinga","SP","Southeast",2165.85,"Medium Performer",-21.757320637712766,-48.82974353343713
1025,"53e4c6e0f4312d4d2107a8c9cddf45cd","pedreira","SP","Southeast",28502.730000000076,"High Performer",-22.740325486164828,-46.89675369133934
1026,"54065e9aef7e9e9c2dc23b7594db021a","rio de janeiro","RJ","Southeast",8003.0,"High Performer",-22.905686000249105,-43.17715630706045
1027,"5415337f1863452476d42d9f14a16a61","belo horizonte","MG","Southeast",44.9,"Low Performer",-19.89027761672174,-43.99936639767064
1028,"54219883e72aad869adfb2a54b7bfa0f","sorocaba","SP","Southeast",6750.0,"High Performer",-23.49138635112907,-47.47060625398323
